Depression and anxiety,Life satisfaction,Self-esteem,Subjective happiness,Loneliness,Greenspace use (frequency),Greenspace use (duration),Nature view,Sex,Age,Income,Impact of COVID-19 on income,Number of working days,Number of children,Presence of a pet,Frequency of drinking alcohol,Frequency of smoking,Housing type
5,14,26,18,50,0,0,1,male,65,1,4,0,0,0,7,0,owned_house
4,16,28,22,50,0,0,1,female,42,2,4,7,0,0,1,0,rented_flat
4,10,30,23,48,0,0,1,male,61,2,3,7,2,1,3,0,owned_house
0,17,29,25,39,0,0,1,male,30,5,4,5,0,0,0,0,rented_flat
2,12,32,27,33,0,0,1,female,65,2,3,0,0,0,0,0,owned_house
2,12,26,17,44,0,0,1,male,63,2,1,7,0,0,6,0,owned_house
1,8,29,18,41,0,0,1,female,64,2,4,6,0,0,0,7,rented_flat
2,6,28,18,50,0,0,1,male,44,4,4,5,2,0,0,7,owned_flat
0,12,39,27,20,5,5,1,female,43,6,4,0,2,1,0,0,owned_flat
7,9,28,18,51,0,0,1,male,67,2,4,0,2,0,7,0,owned_house
1,15,31,25,39,3,0.5,1,female,38,3,4,0,1,0,0,0,owned_house
7,8,18,16,72,0,0,1,female,58,2,1,0,0,0,0,7,owned_house
1,14,28,18,46,1,0.5,1,male,72,2,3,0,0,0,7,0,owned_flat
7,16,27,18,47,1,7,1,male,65,2,3,5,0,1,2,0,owned_house
10,16,31,16,45,0,0,1,male,58,6,4,5,2,0,5,0,owned_house
0,18,34,27,31,3,0.5,1,female,70,6,4,0,0,0,2,0,owned_flat
6,7,26,16,60,0,0,1,male,49,1,4,5,0,0,4,0,rented_flat
9,12,25,18,51,0,0,0,female,35,2,2,5,0,0,3,0,rented_flat
6,11,24,16,51,0,0,1,male,31,2,4,7,0,0,5,4,owned_flat
7,10,22,17,50,0,0,1,male,57,3,5,6,2,0,5,0,owned_flat
8,12,22,16,61,0,0,1,female,27,1,4,5,2,0,0,7,rented_flat
3,13,31,18,50,0,0,1,male,41,4,4,6,0,0,7,0,owned_house
8,14,17,11,61,10,5,1,female,72,1,4,0,0,0,0,0,other
12,10,21,16,45,30,7,1,male,62,1,4,0,0,1,5,0,owned_house
6,13,26,18,53,10,3,1,male,77,2,4,0,0,0,7,0,owned_house
6,14,22,18,50,0,0,1,female,50,1,4,0,0,1,4,5,owned_flat
0,14,30,22,43,0,0,1,female,73,1,4,0,0,0,0,0,owned_house
4,11,29,21,57,0,0,1,female,72,2,4,7,0,0,0,0,owned_house
2,15,27,16,45,20,1.5,1,female,37,3,3,2,1,0,0,0,rented_flat
0,11,23,14,51,0,0,1,female,34,1,4,7,0,0,0,7,rented_flat
7,9,22,13,58,3,0.5,1,female,43,1,4,7,0,0,4,0,rented_flat
0,14,36,24,20,0,0,1,female,30,2,3,3,3,0,0,0,rented_flat
0,15,30,25,44,1,0.5,1,female,34,4,4,0,2,0,1,0,owned_flat
0,11,30,20,31,0,0,1,female,72,1,4,0,0,1,0,0,rented_flat
4,12,30,21,42,10,1.5,1,male,74,2,4,0,0,0,0,7,owned_house
3,14,29,24,31,0,0,1,female,64,2,4,0,2,0,4,0,owned_house
6,12,24,18,47,0,0,1,male,62,3,4,7,2,0,6,0,owned_house
1,9,29,20,36,0,0,1,male,67,2,4,0,0,0,6,0,rented_flat
2,12,28,23,42,0,0,1,female,31,4,3,5,0,0,0,0,rented_flat
1,3,25,20,51,1,5,1,male,29,5,4,5,2,0,7,0,rented_house
10,8,18,6,68,10,5,1,male,63,1,4,0,0,1,7,0,owned_flat
5,9,25,19,50,1,0.5,1,female,62,1,4,0,0,1,2,0,owned_house
6,14,24,16,51,0,0,0,male,48,4,4,5,3,0,0,0,owned_house
4,16,27,21,48,10,1.5,1,male,38,4,4,5,0,0,4,0,rented_flat
1,12,29,20,43,3,1.5,0,male,27,3,4,5,0,0,4,0,rented_flat
3,13,31,21,52,0,0,1,male,70,6,4,5,0,0,7,0,owned_flat
0,14,27,20,49,15,3,1,female,45,3,4,6,4,0,4,0,owned_house
7,9,25,16,52,0,0,1,female,51,2,3,7,0,1,3,0,owned_flat
7,14,14,18,59,0,0,1,male,56,4,4,5,2,0,0,0,owned_flat
2,8,26,17,41,25,0.5,0,male,56,3,3,5,0,0,4,7,owned_flat
6,12,24,13,46,0,0,1,female,56,3,2,0,0,0,2,0,rented_flat
2,11,25,16,51,0,0,1,male,32,4,4,5,1,0,6,0,rented_flat
10,10,23,16,59,5,1.5,1,male,46,5,5,7,2,0,7,7,owned_house
0,14,29,21,35,3,0.5,1,male,61,2,3,6,0,0,2,0,owned_house
6,14,29,20,31,25,11,1,male,72,2,4,0,0,0,1,0,owned_house
2,8,29,15,46,0,0,1,male,65,1,3,0,0,0,5,0,owned_house
8,9,25,14,50,0,0,1,male,48,4,4,5,0,0,6,0,owned_house
2,11,29,19,49,0,0,1,female,68,3,4,7,0,1,0,7,owned_house
1,14,30,22,37,2,1.5,1,female,73,1,1,0,0,0,0,0,owned_house
4,9,27,16,51,0,0,0,male,39,2,4,5,1,0,0,7,owned_flat
6,4,25,14,51,0,0,0,male,39,3,2,5,3,0,3,7,rented_flat
0,12,27,22,41,0,0,1,female,61,1,1,3,1,1,4,0,rented_flat
6,13,34,20,28,5,5,1,female,62,5,7,7,0,0,5,0,owned_house
1,15,30,20,57,10,0.5,1,male,70,2,4,0,0,0,6,0,owned_house
5,11,26,19,38,0,0,1,female,46,1,4,3,2,0,0,0,rented_flat
1,11,27,20,45,0,0,1,female,57,4,4,0,0,0,0,7,owned_flat
6,12,20,20,52,2,0.5,1,male,60,2,1,7,0,1,0,0,owned_house
2,10,29,22,49,0,0,1,male,36,3,5,6,2,0,0,6,rented_flat
2,17,28,21,31,0,0,1,female,32,3,2,5,0,1,0,0,other
2,14,28,18,52,31,3,0,female,57,2,2,5,0,1,5,0,rented_flat
1,13,29,21,43,8,1.5,1,male,66,5,3,5,0,0,5,0,owned_flat
7,13,23,23,58,10,0.5,1,female,77,1,4,0,0,0,0,0,rented_flat
1,11,31,17,48,0,0,1,female,74,2,4,0,0,1,5,0,owned_house
7,14,15,16,67,2,0.5,1,female,42,2,4,0,3,0,0,0,rented_flat
7,14,26,19,51,0,0,1,male,28,6,3,5,0,0,3,0,rented_flat
3,10,24,14,58,0,0,0,female,76,2,4,0,0,0,0,0,owned_flat
5,12,27,21,39,2,0.5,0,male,52,6,4,5,0,0,4,7,rented_flat
3,14,24,15,51,0,0,1,male,42,3,4,6,0,0,0,0,rented_flat
1,12,28,20,40,0,0,1,female,40,6,3,5,0,0,0,0,owned_house
1,13,31,22,37,0,0,0,female,56,4,4,0,0,1,1,0,owned_flat
2,11,30,23,24,30,5,1,female,75,1,4,0,0,0,0,0,owned_house
5,16,29,22,37,1,0.5,1,female,70,3,4,7,0,0,2,0,owned_house
4,14,32,24,38,1,1.5,1,female,64,2,4,0,0,0,0,0,owned_house
2,15,29,19,51,0,0,1,male,64,2,4,6,1,0,6,0,owned_house
1,10,26,18,50,6,3,1,male,49,3,3,4,3,0,7,0,owned_house
3,9,25,20,49,0,0,1,male,72,1,4,0,0,1,7,0,owned_flat
7,12,28,18,46,5,5,1,male,69,3,2,7,0,0,3,7,owned_flat
10,9,23,10,67,0,0,1,male,72,1,4,0,0,0,0,0,rented_flat
8,10,27,17,49,10,3,1,male,38,2,4,7,0,0,0,0,owned_house
7,8,24,16,49,1,0.5,0,female,35,1,4,0,0,1,0,0,owned_house
8,12,27,16,50,0,0,1,female,70,3,4,0,0,0,5,0,owned_house
4,11,18,14,54,0,0,1,male,29,1,4,5,0,0,2,0,rented_flat
11,13,15,9,70,0,0,1,female,65,6,3,5,0,1,5,0,rented_flat
6,0,25,16,49,0,0,1,female,35,2,4,0,3,0,7,0,owned_house
10,14,31,23,51,5,3,1,male,55,6,4,7,2,0,6,0,owned_house
7,12,14,15,53,2,1.5,1,male,52,2,4,5,2,0,3,0,other
1,12,29,22,40,0,0,1,female,64,1,4,0,0,0,0,7,rented_flat
1,14,30,21,43,0,0,1,female,61,1,4,0,0,0,0,0,owned_house
12,6,13,11,67,0,0,1,male,35,2,4,0,0,0,0,0,owned_house
0,13,31,27,37,2,1.5,1,male,71,3,3,0,0,1,7,0,owned_house
9,16,21,16,45,0,0,1,female,44,1,6,0,1,0,0,0,owned_flat
4,10,24,16,62,0,0,1,female,72,2,3,0,0,0,3,0,owned_flat
2,11,26,16,52,0,0,0,male,67,4,4,7,0,0,6,0,owned_flat
11,12,20,12,55,0,0,1,female,70,2,4,0,0,0,0,0,owned_house
0,11,30,18,42,0,0,1,male,60,4,4,5,0,0,0,0,owned_flat
0,11,28,16,41,5,1.5,0,male,32,4,4,7,0,0,3,0,owned_house
11,10,20,11,60,2,1.5,1,male,47,4,3,5,0,0,4,7,rented_flat
5,12,29,20,41,1,0.5,1,male,76,2,4,3,1,0,4,0,owned_house
5,10,33,23,51,0,0,1,female,73,1,4,0,1,0,0,0,owned_flat
6,13,25,18,48,5,1.5,1,female,26,2,4,5,0,0,4,0,rented_flat
5,12,23,16,50,0,0,0,male,49,1,3,5,0,0,4,7,rented_flat
10,14,34,22,37,0,0,0,male,70,2,4,0,0,0,6,0,owned_house
1,10,40,26,31,0,0,1,male,42,4,4,6,0,0,1,7,owned_house
7,7,23,18,46,0,0,1,male,45,5,4,5,1,0,0,7,owned_flat
10,16,29,23,38,0,0,1,female,78,1,4,0,1,1,4,0,owned_house
9,6,20,14,54,0,0,0,male,68,1,4,0,0,0,0,7,owned_house
2,11,27,18,50,1,0.5,1,female,71,3,4,0,1,0,6,0,owned_house
2,2,25,16,58,0,0,1,male,54,4,4,5,0,0,4,0,rented_flat
1,0,25,18,51,0,0,1,female,65,2,4,0,0,0,7,0,owned_house
7,4,28,17,51,0,0,0,male,25,2,4,5,0,0,0,0,rented_flat
0,12,35,23,41,1,1.5,1,male,71,2,4,7,2,0,7,0,owned_house
3,4,24,19,55,0,0,0,female,70,2,4,0,0,0,6,0,owned_house
8,9,29,27,25,28,7,1,female,71,3,4,0,0,0,0,0,owned_house
5,12,28,20,60,0,0,1,male,73,1,4,0,1,0,7,0,owned_house
0,13,30,28,31,0,0,1,female,70,1,4,0,0,0,0,0,other
1,15,23,19,49,0,0,1,female,40,3,6,0,2,0,0,0,owned_house
4,11,24,18,43,1,1.5,0,female,39,2,5,5,1,0,6,0,rented_flat
0,16,33,26,22,0,0,1,male,73,3,4,0,0,0,6,0,owned_house
0,10,30,17,40,5,3,1,male,72,2,4,7,0,0,2,7,owned_house
0,10,27,16,48,0,0,1,male,58,2,4,7,0,0,4,7,owned_house
10,14,28,23,60,0,0,1,female,55,2,2,3,0,0,4,0,rented_flat
2,11,25,16,49,0,0,0,male,44,2,4,0,0,0,7,0,rented_flat
5,11,22,19,46,1,0.5,0,female,45,4,2,7,0,1,0,0,rented_flat
10,5,18,10,65,0,0,1,female,60,1,4,0,0,1,0,0,owned_house
1,12,20,17,80,0,0,1,male,56,1,4,0,0,0,0,7,rented_flat
10,12,25,16,56,0,0,1,male,34,3,4,7,0,0,4,7,owned_flat
0,13,29,20,45,0,0,1,male,71,1,4,0,0,1,7,0,owned_house
12,12,10,4,80,3,0.5,1,male,38,1,4,0,1,0,1,7,rented_flat
8,13,30,23,33,24,12,1,female,62,5,3,4,0,0,7,0,owned_house
10,10,24,14,58,0,0,1,female,26,2,4,7,0,0,0,0,rented_house
0,14,27,20,56,5,3,1,male,68,2,3,1,0,0,5,0,owned_flat
3,14,23,19,43,0,0,1,female,43,4,4,3,2,0,7,0,owned_flat
10,12,21,12,50,20,0.5,1,female,55,4,3,0,0,1,4,0,owned_flat
1,10,26,16,55,0,0,0,male,36,1,4,6,0,0,0,7,rented_flat
1,9,27,20,42,0,0,1,male,66,1,3,0,2,0,0,0,owned_flat
6,11,25,16,52,0,0,1,male,26,2,3,7,0,0,0,7,owned_house
6,12,26,14,54,0,0,1,male,51,3,3,5,0,0,3,7,owned_house
2,10,24,11,53,0,0,1,female,52,1,2,7,1,0,4,0,owned_house
0,15,27,18,51,5,7,1,male,64,3,4,4,0,1,5,0,owned_house
2,10,25,14,53,0,0,0,male,56,2,4,7,0,0,7,0,rented_flat
3,8,28,16,41,0,0,1,male,55,5,4,5,0,1,6,7,owned_flat
5,12,30,18,49,0,0,1,male,73,2,4,0,0,0,6,7,owned_house
4,9,23,17,55,0,0,0,male,68,4,4,5,0,0,0,0,owned_house
0,15,30,20,52,0,0,1,male,73,3,4,0,0,0,1,0,owned_flat
6,11,28,16,49,0,0,0,male,27,1,4,5,0,0,0,7,rented_flat
8,9,28,21,55,0,0,1,male,72,3,3,0,0,0,7,7,owned_house
5,4,26,20,53,0,0,1,male,54,5,4,5,0,1,6,0,owned_house
6,11,30,22,42,0,0,0,female,49,6,1,0,0,0,0,0,rented_flat
2,12,29,18,46,15,1.5,1,male,79,2,4,0,0,1,6,0,owned_house
5,8,23,11,63,0,0,1,female,58,4,4,5,0,0,7,2,rented_flat
3,9,27,19,47,10,1.5,1,male,50,4,4,5,2,0,4,0,rented_flat
3,5,28,19,52,0,0,1,male,76,3,3,0,0,0,2,0,rented_flat
10,8,24,10,49,0,0,1,female,53,1,2,7,1,0,0,0,owned_house
5,9,25,18,51,0,0,1,female,75,2,4,0,2,1,0,0,rented_flat
12,10,21,13,75,0,0,1,male,65,2,4,7,0,0,7,0,owned_flat
1,9,30,17,58,0,0,1,female,73,1,2,0,0,0,6,0,rented_flat
7,11,22,13,62,0,0,1,male,55,3,3,5,0,0,0,0,owned_flat
3,10,28,20,52,0,0,0,female,34,3,4,0,2,0,0,0,owned_house
7,4,25,16,52,0,0,0,male,42,5,4,5,2,0,7,0,owned_house
7,11,32,21,44,0,0,1,female,51,4,4,0,0,0,0,0,rented_flat
11,10,23,19,46,0,0,1,female,70,1,3,0,0,0,3,7,owned_flat
1,18,30,20,42,0,0,0,male,42,6,4,7,3,0,0,0,owned_house
9,11,25,5,68,2,0.5,1,female,43,1,1,0,0,0,6,2,rented_flat
1,13,29,20,47,0,0,1,female,62,2,4,0,0,0,7,0,rented_flat
8,12,22,10,60,0,0,1,female,62,1,4,0,2,0,0,0,rented_flat
0,11,30,22,43,0,0,1,female,67,5,4,0,0,0,0,0,owned_flat
1,12,34,20,44,0,0,1,female,40,5,5,6,1,0,0,0,owned_house
8,11,22,12,56,0,0,0,male,54,4,3,5,1,0,1,7,rented_flat
9,14,21,14,50,0,0,0,male,44,2,4,5,0,0,0,0,rented_flat
8,12,25,18,56,0,0,1,female,34,3,3,0,1,0,0,0,rented_flat
1,12,23,16,65,0,0,1,male,63,1,4,0,0,0,0,0,owned_flat
1,13,29,19,42,0,0,1,male,45,5,4,0,0,0,2,0,owned_flat
3,4,28,15,49,3,5,0,male,25,1,3,7,0,0,4,0,owned_flat
5,13,27,23,42,0,0,0,female,27,4,4,0,1,0,0,0,rented_flat
8,0,17,15,48,0,0,1,male,41,4,3,6,0,1,3,0,rented_house
10,12,23,12,58,1,1.5,1,male,41,2,1,7,0,0,7,7,owned_house
10,8,10,8,76,0,0,1,male,45,2,2,7,0,0,7,7,rented_flat
4,15,29,20,42,0,0,1,male,70,2,3,7,0,0,7,7,rented_flat
5,11,28,18,45,0,0,1,female,56,5,4,2,0,0,0,0,owned_house
2,9,26,18,38,3,0.5,1,female,70,2,4,0,0,0,0,0,owned_house
2,15,30,18,51,1,0.5,1,female,40,1,1,7,0,0,2,0,rented_flat
1,16,32,24,43,15,3,1,male,73,2,4,0,0,0,7,0,owned_house
10,8,19,13,40,1,0.5,1,female,53,2,2,5,1,1,0,0,rented_flat
7,13,25,10,40,5,0.5,1,female,61,4,4,0,1,0,0,0,rented_flat
1,12,25,18,56,0,0,0,male,36,1,1,4,0,0,0,0,rented_flat
7,8,28,20,55,3,0.5,1,female,72,2,4,0,0,0,0,0,owned_house
10,9,14,7,61,0,0,1,female,34,4,3,6,0,0,0,0,rented_flat
6,11,25,22,50,0,0,0,female,42,1,7,0,0,0,0,0,owned_flat
9,9,25,20,51,0,0,1,female,70,5,4,0,0,0,0,0,owned_house
8,17,23,18,44,0,0,1,female,28,3,4,0,0,0,1,0,rented_flat
0,14,30,24,26,10,1.5,1,male,60,4,4,6,0,0,7,7,owned_house
2,11,30,17,52,0,0,1,male,58,3,4,5,0,0,0,7,rented_flat
8,7,23,13,58,0,0,1,male,64,3,4,7,0,1,0,7,owned_flat
1,14,20,19,51,20,9,0,female,71,2,5,0,0,0,3,0,owned_flat
4,12,27,18,44,15,9,1,male,71,3,4,0,0,0,7,0,owned_flat
4,13,28,18,49,0,0,0,female,43,4,4,0,3,0,5,0,owned_house
3,8,30,20,38,0,0,1,female,54,3,3,3,0,0,2,0,owned_flat
2,7,33,24,31,10,0.5,1,male,70,5,4,0,0,1,0,7,owned_house
10,12,28,20,50,0,0,1,male,56,4,4,5,0,0,4,0,owned_house
6,0,25,16,51,0,0,0,female,62,5,4,0,3,0,0,0,owned_house
12,8,17,15,68,1,0.5,1,female,56,2,2,7,0,0,7,0,rented_flat
6,13,25,15,49,0,0,1,female,46,4,4,0,2,0,0,0,owned_house
2,12,31,18,44,6,7,1,male,51,2,2,6,0,1,7,7,rented_flat
6,14,25,18,50,0,0,1,female,63,4,4,0,0,0,0,7,owned_flat
0,11,34,26,31,6,1.5,1,male,38,3,3,6,1,0,4,0,owned_house
1,13,31,22,50,0,0,1,male,71,3,4,0,0,0,0,0,owned_flat
8,13,15,18,56,0,0,1,female,44,2,2,3,2,0,0,0,rented_flat
6,13,26,16,47,0,0,1,female,78,1,4,0,0,0,0,0,rented_flat
3,10,27,20,57,0,0,1,male,73,6,4,7,0,0,6,0,owned_house
2,14,32,22,43,0,0,1,male,70,3,4,7,0,0,7,0,owned_flat
4,13,25,20,51,5,3,0,female,33,3,4,0,1,0,0,0,rented_flat
9,11,17,12,65,0,0,1,female,72,2,4,0,0,0,0,0,owned_house
7,5,24,15,50,0,0,1,male,61,3,4,4,0,1,5,0,owned_house
3,13,30,16,41,0,0,0,female,54,6,3,4,4,1,1,1,owned_house
8,13,32,17,52,0,0,1,male,71,2,4,0,0,0,0,0,owned_flat
5,4,26,16,50,0,0,1,male,45,3,4,5,0,0,0,0,owned_house
3,3,29,19,45,0,0,1,male,76,2,2,0,1,0,0,6,owned_flat
8,10,20,24,54,25,7,1,female,26,4,4,0,1,0,0,0,other
9,14,19,14,56,0,0,0,male,32,4,4,7,0,0,2,0,owned_house
7,11,25,16,50,0,0,0,female,28,4,4,5,0,0,0,0,owned_house
0,15,25,19,45,0,0,0,female,38,2,3,5,0,0,3,0,rented_flat
8,16,23,19,43,3,1.5,0,female,35,3,4,0,1,0,7,0,rented_flat
5,10,33,24,40,15,3,0,female,62,2,4,0,0,1,6,0,owned_flat
6,15,24,16,53,3,0.5,1,female,42,2,1,5,0,0,0,0,rented_flat
4,12,25,16,53,1,0.5,1,male,31,3,3,5,0,1,4,6,rented_flat
2,11,27,16,41,0,0,1,male,57,2,4,4,0,0,0,7,owned_house
5,10,25,16,49,3,1.5,1,male,52,5,4,5,0,0,4,0,rented_flat
11,9,20,16,56,0,0,1,male,44,2,3,4,1,0,2,0,owned_house
1,11,35,22,22,31,7,1,male,66,4,4,0,0,1,6,0,owned_house
9,12,24,13,60,0,0,1,male,43,1,4,5,3,0,0,7,rented_flat
10,9,19,12,55,1,1.5,1,male,41,3,4,6,4,1,7,0,owned_house
8,10,24,16,51,0,0,0,male,47,4,2,4,3,0,7,7,owned_house
2,10,25,24,31,0,0,0,male,61,4,4,7,0,1,6,7,rented_flat
8,11,25,20,35,3,3,1,male,39,5,3,5,2,0,7,0,rented_flat
1,16,34,23,37,5,9,1,male,58,6,4,5,0,1,5,0,owned_flat
9,11,25,18,34,1,0.5,1,female,78,5,4,0,0,0,4,0,owned_house
0,14,36,25,28,7,3,1,female,63,2,1,4,2,0,0,0,rented_flat
6,10,21,15,66,0,0,0,female,39,2,4,5,0,0,0,0,rented_flat
6,10,26,18,48,0,0,1,male,45,5,4,5,0,0,4,0,owned_flat
9,14,31,19,50,0,0,1,male,39,5,4,3,1,0,1,0,owned_flat
0,14,40,25,51,21,0.5,1,female,58,6,4,0,0,0,0,0,owned_house
3,12,30,18,39,3,0.5,1,male,70,2,2,0,2,0,7,7,owned_flat
5,10,27,14,50,0,0,1,male,57,5,4,5,0,1,5,0,owned_house
2,16,31,13,50,0,0,1,male,24,2,1,6,0,0,4,3,owned_flat
1,12,31,21,43,0,0,0,female,42,2,1,7,0,1,5,6,owned_house
8,13,26,18,37,1,0.5,1,female,71,2,1,1,1,1,0,0,rented_flat
4,9,27,17,46,0,0,1,female,65,5,4,0,0,1,5,0,owned_house
8,13,28,21,53,0,0,0,female,33,2,4,0,5,1,7,0,rented_house
12,12,13,6,65,0,0,1,male,42,2,3,5,0,0,3,7,rented_flat
3,14,30,28,28,0,0,1,female,53,5,4,4,4,0,0,0,owned_house
0,12,40,28,50,0,0,1,male,62,3,5,6,0,1,7,7,owned_flat
6,11,25,16,49,0,0,0,male,37,3,4,7,0,0,7,7,rented_flat
7,15,23,24,48,0,0,1,male,43,4,4,5,3,0,2,0,owned_house
1,13,30,19,43,0,0,1,female,63,2,2,6,0,0,7,0,rented_flat
1,10,30,19,40,0,0,1,male,70,2,4,0,0,1,3,0,owned_house
9,10,21,14,56,0,0,1,female,26,3,4,6,0,0,0,0,owned_house
6,0,26,15,42,0,0,0,female,45,1,4,0,0,0,1,7,rented_flat
5,14,27,17,34,0,0,1,female,34,4,3,4,0,0,0,7,rented_flat
8,10,22,18,51,0,0,0,male,57,3,3,6,0,0,7,7,rented_flat
9,6,18,4,66,0,0,1,male,50,2,4,7,0,0,7,0,rented_flat
7,10,18,16,76,0,0,1,male,34,4,2,7,0,0,0,0,owned_flat
2,15,27,21,50,0,0,0,female,31,3,4,5,0,0,2,7,rented_flat
0,15,38,27,44,0,0,0,male,67,1,3,6,0,1,0,0,owned_house
6,6,24,14,47,0,0,0,male,26,6,4,7,0,0,1,0,owned_flat
2,15,31,21,33,2,1.5,1,male,70,4,3,0,0,0,6,0,owned_house
7,11,17,16,55,0,0,1,female,39,1,2,3,1,0,2,0,owned_house
11,6,17,14,58,0,0,0,male,37,2,3,5,0,0,7,7,rented_flat
11,12,24,16,56,0,0,1,male,28,3,4,5,0,0,4,7,rented_flat
2,6,29,16,46,4,1.5,1,male,47,3,5,5,0,0,0,0,rented_flat
6,6,24,16,50,0,0,0,female,46,1,1,5,0,0,7,0,rented_flat
0,13,30,24,35,3,1.5,1,female,70,2,4,0,0,0,0,0,owned_house
11,4,25,16,49,0,0,0,female,37,1,1,0,0,0,0,0,rented_flat
3,14,28,18,51,0,0,1,female,49,5,4,3,2,0,0,0,rented_flat
7,11,27,16,52,2,3,0,female,34,2,4,6,0,0,4,7,rented_flat
10,10,22,16,51,0,0,0,female,58,1,2,0,0,1,4,0,rented_flat
9,9,17,7,64,15,0.5,0,male,49,1,4,3,0,1,1,0,owned_flat
2,7,27,16,42,10,1.5,1,female,45,3,3,2,0,1,7,0,rented_house
1,12,31,20,43,0,0,1,male,55,4,4,5,0,0,7,7,owned_house
12,14,27,18,38,0,0,1,female,70,1,2,2,1,1,4,0,owned_house
9,13,22,16,60,0,0,1,female,26,4,4,5,0,0,4,0,rented_flat
5,12,25,18,55,0,0,1,female,51,1,3,5,0,0,0,0,rented_flat
2,13,32,20,49,2,1.5,1,male,28,3,4,5,0,0,3,0,rented_flat
3,16,30,21,36,5,0.5,1,female,73,2,4,0,0,0,1,0,owned_house
7,10,27,15,51,0,0,1,male,46,3,1,7,2,1,5,0,owned_house
8,11,25,16,47,0,0,1,male,52,6,4,7,2,0,7,0,owned_flat
1,13,29,24,37,0,0,1,female,61,2,2,0,1,0,5,0,owned_house
2,9,32,21,28,0,0,1,male,53,5,4,5,0,0,2,0,owned_house
12,10,10,15,75,0,0,1,female,48,4,4,0,1,0,0,0,owned_house
2,11,34,24,35,0,0,1,female,63,3,4,5,0,0,0,0,owned_flat
0,11,29,24,47,3,3,1,female,62,3,4,5,0,0,0,0,owned_flat
12,18,18,12,38,4,1.5,1,female,23,1,4,5,0,0,4,4,rented_flat
0,14,32,24,27,0,0,1,female,63,1,4,0,0,1,0,0,owned_house
7,12,13,4,70,0,0,1,male,56,1,2,6,0,0,0,0,owned_flat
11,8,20,10,70,0,0,0,female,29,4,3,5,0,1,0,0,owned_house
9,13,28,19,40,0,0,0,male,62,4,4,5,0,0,1,7,owned_house
11,8,20,15,66,1,0.5,0,female,55,1,1,0,0,0,6,0,rented_flat
7,11,25,20,44,5,1.5,1,female,28,1,1,7,0,1,0,0,rented_flat
11,6,13,4,80,0,0,0,male,37,1,4,0,0,0,6,0,other
7,6,26,16,49,1,0.5,1,male,47,2,3,7,0,0,7,7,rented_flat
10,10,30,19,39,20,1.5,1,male,79,1,4,0,0,0,0,0,owned_house
4,14,19,20,66,0,0,1,male,34,3,3,7,0,0,1,0,owned_house
7,10,25,16,49,0,0,1,male,20,5,3,0,1,0,4,0,owned_house
9,10,25,16,51,0,0,1,male,47,4,4,5,2,0,3,0,owned_house
8,4,23,17,54,0,0,0,female,28,2,5,0,1,0,0,0,owned_house
0,14,29,18,42,0,0,1,male,65,3,4,0,0,0,2,0,owned_house
1,12,35,25,29,0,0,1,male,71,2,4,3,0,1,7,7,owned_house
2,9,29,18,41,0,0,1,male,23,2,4,7,0,0,5,4,rented_flat
12,6,14,10,71,0,0,0,male,55,4,4,5,0,0,0,7,rented_flat
0,12,33,21,33,6,0.5,1,male,70,5,4,7,0,0,5,0,owned_house
6,2,26,16,49,0,0,1,female,42,1,4,0,0,0,7,0,other
2,13,29,16,33,4,1.5,1,male,59,4,3,7,1,0,5,0,other
6,11,25,16,51,0,0,0,female,35,1,5,5,1,0,0,0,rented_flat
8,10,28,21,42,25,5,0,female,72,1,4,0,0,0,0,0,owned_house
3,12,26,18,47,3,3,1,male,59,3,4,5,0,0,5,0,rented_flat
12,11,20,12,70,0,0,0,female,32,1,2,5,0,0,0,0,rented_flat
12,11,14,13,59,0,0,1,female,27,2,2,0,0,0,3,0,rented_flat
8,13,14,16,57,0,0,1,female,38,3,4,7,3,1,0,0,owned_house
12,9,16,16,71,15,1.5,1,male,56,5,3,7,0,1,5,7,owned_flat
8,13,17,15,56,0,0,1,female,65,1,4,0,0,0,0,0,owned_house
6,2,26,12,50,0,0,1,female,23,2,3,5,0,0,7,7,owned_house
0,10,32,16,41,5,1.5,1,female,71,5,4,0,0,0,0,0,owned_house
7,12,29,16,51,0,0,1,female,42,2,2,0,1,0,0,0,owned_flat
6,11,23,17,57,20,5,1,male,60,4,3,5,0,0,4,0,owned_house
2,13,30,22,42,0,0,1,female,72,2,4,0,0,1,0,0,owned_flat
10,9,20,11,62,0,0,1,female,43,4,4,0,0,0,3,0,rented_flat
11,16,13,14,55,0,0,1,female,24,2,4,5,0,0,4,0,owned_house
4,12,28,20,50,3,3,1,male,63,6,4,5,0,1,5,7,owned_flat
12,13,20,12,60,0,0,1,male,66,1,3,7,0,0,0,0,owned_flat
1,11,30,21,49,0,0,1,female,44,4,2,5,1,0,0,0,owned_house
4,12,27,17,48,0,0,0,male,60,3,4,5,0,0,4,7,owned_house
0,13,33,23,30,1,1.5,1,female,26,3,3,0,0,0,0,0,other
0,8,29,20,41,0,0,1,male,71,4,4,0,0,0,2,7,owned_house
5,11,25,16,49,0,0,0,female,24,5,4,5,0,0,0,0,owned_house
8,12,22,18,52,0,0,1,male,51,4,5,5,3,0,5,0,rented_house
11,2,22,13,50,0,0,1,male,55,5,4,5,0,0,5,0,owned_house
6,8,23,18,53,0,0,1,male,60,2,4,7,0,0,7,7,owned_house
3,11,34,20,30,0,0,1,female,29,2,2,0,0,0,5,0,rented_flat
